,Paradigm,Gen,Num,Sent,Eval,Corr,Wrong,Dist,corr_word,corr_prob,wrong_word,wrong_prob,answer
0,S_NOUN_0_PAR,F,S,je ne vois pas de gemme achetée <eos>,6,achetée,acheté,0,achetée,-11.803513,acheté,-13.045075,1
1,S_NOUN_0_PAR,F,S,je ne vois pas de gemme brisée <eos>,6,brisée,brisé,0,brisée,-10.014154,brisé,-13.61474,1
2,S_NOUN_0_PAR,F,S,je ne vois pas de gemme cachée <eos>,6,cachée,caché,0,cachée,-7.2231855,caché,-10.604335,1
3,S_NOUN_0_PAR,F,S,je ne vois pas de gemme cassée <eos>,6,cassée,cassé,0,cassée,-10.61825,cassé,-13.7650385,1
4,S_NOUN_0_PAR,F,S,je ne vois pas de gemme couverte <eos>,6,couverte,couvert,0,couverte,-10.113055,couvert,-13.041174,1
5,S_NOUN_0_PAR,F,S,je ne vois pas de gemme déformée <eos>,6,déformée,déformé,0,déformée,-11.215723,déformé,-14.199,1
6,S_NOUN_0_PAR,F,S,je ne vois pas de gemme fixée <eos>,6,fixée,fixé,0,fixée,-10.609608,fixé,-12.552214,1
7,S_NOUN_0_PAR,F,S,je ne vois pas de gemme jetée <eos>,6,jetée,jeté,0,jetée,-10.388106,jeté,-12.331025,1
8,S_NOUN_0_PAR,F,S,je ne vois pas de gemme laissée <eos>,6,laissée,laissé,0,laissée,-10.063771,laissé,-10.431887,1
9,S_NOUN_0_PAR,F,S,je ne vois pas de gemme ouverte <eos>,6,ouverte,ouvert,0,ouverte,-8.529942,ouvert,-12.275654,1
10,S_NOUN_0_PAR,F,S,je ne vois pas de gemme perdue <eos>,6,perdue,perdu,0,perdue,-8.484096,perdu,-10.478481,1
11,S_NOUN_0_PAR,F,S,je ne vois pas de gemme réparée <eos>,6,réparée,réparé,0,réparée,-15.044923,réparé,-16.80049,1
12,S_NOUN_0_PAR,F,S,je ne vois pas de gemme retirée <eos>,6,retirée,retiré,0,retirée,-10.843314,retiré,-13.562772,1
13,S_NOUN_0_PAR,F,S,je ne vois pas de gemme tombée <eos>,6,tombée,tombé,0,tombée,-9.353001,tombé,-12.460333,1
14,S_NOUN_0_PAR,F,S,je ne vois pas de gemme utilisée <eos>,6,utilisée,utilisé,0,utilisée,-9.04518,utilisé,-11.107408,1
15,S_NOUN_0_PAR,F,S,on ne voit pas de gemme achetée <eos>,6,achetée,acheté,0,achetée,-11.569221,acheté,-13.006894,1
16,S_NOUN_0_PAR,F,S,on ne voit pas de gemme brisée <eos>,6,brisée,brisé,0,brisée,-10.171478,brisé,-14.027443,1
17,S_NOUN_0_PAR,F,S,on ne voit pas de gemme cachée <eos>,6,cachée,caché,0,cachée,-6.687762,caché,-10.508085,1
18,S_NOUN_0_PAR,F,S,on ne voit pas de gemme cassée <eos>,6,cassée,cassé,0,cassée,-11.72238,cassé,-15.23314,1
19,S_NOUN_0_PAR,F,S,on ne voit pas de gemme couverte <eos>,6,couverte,couvert,0,couverte,-9.006083,couvert,-12.439651,1
20,S_NOUN_0_PAR,F,S,on ne voit pas de gemme déformée <eos>,6,déformée,déformé,0,déformée,-11.642076,déformé,-14.356304,1
21,S_NOUN_0_PAR,F,S,on ne voit pas de gemme fixée <eos>,6,fixée,fixé,0,fixée,-9.434248,fixé,-11.135958,1
22,S_NOUN_0_PAR,F,S,on ne voit pas de gemme jetée <eos>,6,jetée,jeté,0,jetée,-11.09833,jeté,-12.702244,1
23,S_NOUN_0_PAR,F,S,on ne voit pas de gemme laissée <eos>,6,laissée,laissé,0,laissée,-9.098446,laissé,-10.324482,1
24,S_NOUN_0_PAR,F,S,on ne voit pas de gemme ouverte <eos>,6,ouverte,ouvert,0,ouverte,-7.8638773,ouvert,-12.200169,1
25,S_NOUN_0_PAR,F,S,on ne voit pas de gemme perdue <eos>,6,perdue,perdu,0,perdue,-8.108892,perdu,-11.346527,1
26,S_NOUN_0_PAR,F,S,on ne voit pas de gemme réparée <eos>,6,réparée,réparé,0,réparée,-14.285019,réparé,-16.148636,1
27,S_NOUN_0_PAR,F,S,on ne voit pas de gemme retirée <eos>,6,retirée,retiré,0,retirée,-10.514862,retiré,-13.990787,1
28,S_NOUN_0_PAR,F,S,on ne voit pas de gemme tombée <eos>,6,tombée,tombé,0,tombée,-8.89134,tombé,-12.528949,1
29,S_NOUN_0_PAR,F,S,on ne voit pas de gemme utilisée <eos>,6,utilisée,utilisé,0,utilisée,-7.3523436,utilisé,-9.645442,1
30,S_NOUN_0_PAR,F,S,je ne vois pas de chaise achetée <eos>,6,achetée,acheté,0,achetée,-11.649494,acheté,-13.022478,1
31,S_NOUN_0_PAR,F,S,je ne vois pas de chaise brisée <eos>,6,brisée,brisé,0,brisée,-9.087744,brisé,-10.840681,1
32,S_NOUN_0_PAR,F,S,je ne vois pas de chaise cachée <eos>,6,cachée,caché,0,cachée,-6.917309,caché,-10.1211815,1
